bico_injetor_id;componente_id_1;quantidade_1;componente_id_2;quantidade_2;componente_id_3;quantidade_3;componente_id_4;quantidade_4;componente_id_5;quantidade_5;componente_id_6;quantidade_6;componente_id_7;quantidade_7;componente_id_8;quantidade_8
BI-00247;C-1243;1;C-1244;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00248;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00249;C-1536;2;C-1642;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00250;C-1670;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00251;C-0444;2;C-0445;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00252;C-1247;1;C-1429;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00253;C-1247;1;C-1429;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00254;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00255;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00256;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00257;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00258;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00259;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00260;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00261;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00262;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00263;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00264;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00265;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00266;C-1851;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00267;C-1851;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00268;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00269;C-1670;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00270;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00271;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00272;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00273;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00274;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00275;C-1724;1;C-1735;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00276;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00277;C-1670;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00278;C-1817;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00279;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00280;C-1357;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00281;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00282;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00283;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00284;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00285;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00289;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00290;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00292;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00293;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00294;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00295;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00296;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00297;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00298;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00299;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00300;C-1733;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00301;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00302;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00303;C-1420;1;C-1421;1;C-1850;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00306;C-0444;1;C-0445;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00308;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00310;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00311;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00312;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00313;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00314;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00315;C-1621;1;C-1628;1;C-1638;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00316;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00317;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00318;C-1622;1;C-1629;1;C-1639;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00319;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00320;C-1625;1;C-1635;1;C-1877;1;C-0037;1;NA;NA;NA;NA;NA;NA;NA;NA
BI-00321;C-1625;1;C-1635;1;C-1877;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00323;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00324;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00325;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00326;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00327;C-1420;1;C-1421;1;C-1956;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00328;C-0444;2;C-0445;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00329;C-0448;1;C-0449;1;C-1735;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00330;C-1817;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00331;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00332;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00333;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00334;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00335;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00336;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00337;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00338;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00339;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00340;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00341;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00342;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00343;C-1781;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00344;C-1781;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00345;C-1701;1;C-0072;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00346;C-1704;1;C-0072;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00347;C-1781;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00348;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00349;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00350;C-1535;1;C-1626;2;C-1633;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00351;C-1624;1;C-1631;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00352;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00353;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00354;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00355;C-1641;1;C-1848;1;C-0001;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00356;C-1420;1;C-1421;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00357;C-1420;1;C-1421;1;C-1716;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00358;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00359;C-1624;1;C-1639;1;C-1655;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00360;C-1624;1;C-1639;1;C-1655;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00361;C-1624;1;C-1639;1;C-1655;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00362;C-1639;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00363;C-1639;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00364;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00365;C-1638;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00366;C-1639;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00367;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00368;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00369;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00370;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00371;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00372;C-1208;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00373;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00374;C-2043;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00375;C-0448;1;C-0449;1;C-1565;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00376;C-2043;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00377;C-2043;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00378;C-0473;1;C-1208;1;C-1317;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00379;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00380;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00381;C-1625;1;C-1632;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00382;C-1626;1;C-1633;1;C-1650;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00383;C-1624;1;C-1647;1;C-1654;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00384;C-1625;1;C-1632;1;C-1649;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00385;C-1626;1;C-1633;1;C-1650;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00386;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00387;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00388;C-1230;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00389;C-1230;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00390;C-0036;1;C-0062;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00391;C-0062;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00392;C-0036;1;C-0062;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00393;C-0036;1;C-0062;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00395;C-1625;1;C-1632;1;C-2001;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00396;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00397;C-1622;2;C-1629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00398;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00399;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00400;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00401;C-0823;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00402;C-0823;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00403;C-1975;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00404;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00405;C-1313;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00406;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00407;C-1208;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00408;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00409;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00410;C-1845;2;C-1846;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00411;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00412;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00413;C-0448;1;C-0449;1;C-0061;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00414;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00415;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00416;C-1848;2;C-0001;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00417;C-1848;2;C-0001;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00418;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00419;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00420;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00421;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00422;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00423;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00424;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00425;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00426;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00427;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00428;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00429;C-1369;2;C-1375;1;C-0057;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00430;C-0434;1;C-1679;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00431;C-1203;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00432;C-0036;1;C-0062;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00433;C-0036;1;C-0062;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00434;C-0444;1;C-0445;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00435;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00436;C-0444;2;C-0445;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00437;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00438;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00439;C-1624;2;C-1631;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00440;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00441;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00442;C-1623;1;C-1630;1;C-1640;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00443;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00444;C-0461;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00445;C-1625;2;C-1632;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00446;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00447;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00448;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00449;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00450;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00451;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00452;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00453;C-1312;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00454;C-1417;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00455;C-1207;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00456;C-0461;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00457;C-0453;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00458;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00459;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00460;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00461;C-1625;1;C-1632;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00464;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00466;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00467;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00468;C-1243;2;C-1244;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00469;C-1925;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00470;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00471;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00472;C-1621;2;C-1628;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00473;C-1505;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00474;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00475;C-1620;2;C-1627;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00476;C-1207;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00477;C-0463;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00478;C-1625;1;C-1632;1;C-1642;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00479;C-1622;1;C-1629;1;C-2004;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00480;C-1622;1;C-1629;1;C-2004;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00481;C-1221;1;C-1624;1;C-1631;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00482;C-1620;1;C-1627;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00483;C-1620;1;C-1627;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00484;C-1750;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00485;C-1622;1;C-1629;1;C-0081;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00486;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00487;C-1420;2;C-1421;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00488;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00489;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00490;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00491;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00492;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00493;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BI-00494;C-1623;1;C-1630;1;C-1647;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
